con.taxonomy,res.taxonomy,con.mass.mean.g.,res.mass.mean.g.,interaction.dimensionality
Epimeria macrodonta,Calyx arcuarius,1.3,2.3,2D
Epimeria macrodonta,Isodyctia toxophila,1.3,5.6,2D
Epimeria macrodonta,Isodyctia cavicornuta,1.3,5.6,2D
Epimeria macrodonta,Isodyctia steifera,1.3,5.6,2D
Epimeria macrodonta,Axociella nidificata,1.3,6.5,2D
Epimeria macrodonta,Rossella nuda,1.3,300,2D
Epimeria macrodonta,Tentorium papillatum,1.3,5.6,2D
Epimeria macrodonta,Tentorium semisuberites,1.3,5.6,2D
Epimeria macrodonta,Tedania oxeata,1.3,5.6,2D
Epimeria macrodonta,Tedania tantulata,1.3,5.6,2D
Epimeria macrodonta,Tedania vanhoeffeni,1.3,5.6,2D
Epimeria macrodonta,Phorbas areolatus,1.3,1.2,2D
Epimeria macrodonta,Phorbas glaberrima,1.3,1.2,2D
Epimeria macrodonta,Polymastia invaginata,1.3,0.92,2D
Epimeria macrodonta,Polymastia isidis,1.3,0.92,2D
Epimeria macrodonta,Anoxycalyx joubini,1.3,720,2D
Epimeria macrodonta,Sediment,1.3,-999,2D
Epimeria rubrieques,Euphausia crystallorophias,10,1.2,3D
Epimeria rubrieques,Euphausia frigida,10,0.17,3D
Epimeria rubrieques,Thysanoessa macrura,10,0.15,3D
Epimeria rubrieques,Euphausia superba,10,5.5,3D
Epimeria rubrieques,Vibilia antarctica,10,1.1e-4,3D
Epimeria rubrieques,Vibilia stebbingi,10,1.1e-4,3D
Epimeria rubrieques,Rhincalanus gigas,10,0.02,3D
Epimeria rubrieques,Calanus propinquus,10,0.0057,3D
Epimeria rubrieques,Calanoides acutus,10,0.0055,3D
Epimeria rubrieques,Metridia gerlachei,10,0.0023,3D
Epimeria rubrieques,Paraeuchaeta antarctica,10,0.0081,3D
Epimeria rubrieques,Conchoecia hettacra,10,4.4e-4,3D
Epimeria rubrieques,Alacia hettacra,10,4.4e-4,2D
Epimeria rubrieques,Alacia belgicae,10,4.4e-4,2D
Epimeria rubrieques,Metaconchoecia isocheira,10,4.4e-4,2D
Epimeria rubrieques,Boroecia antipoda,10,4.4e-4,2D
Epimeria rubrieques,Conchoecia antipoda,10,4.4e-4,3D
Epimeria rubrieques,Pelagobia longicirrata,10,0.0019,2D
Epimeria rubrieques,Taeniogyrus contortus,10,0.085,2D
Epimeria rubrieques,Silicularia rosea,10,0.0022,2D
Epimeria rubrieques,Tubularia ralphii,10,0.029,2D
Epimeria rubrieques,Oswaldella antarctica,10,1.3,2D
Epimeria rubrieques,Monocaulus parvula,10,2.8,2D
Epimeria rubrieques,Bargmannia,10,0.012,3D
Epimeria rubrieques,Primnoisis antarctica,10,1.5,2D
Epimeria rubrieques,Gersemia antarctica,10,5800,2D
Epimeria rubrieques,Clavularia frankiliana,10,0.085,2D
Epimeria rubrieques,Primnoella,10,0.13,2D
Epimeria rubrieques,Ainigmaptilon antarcticus,10,0.13,2D
Epimeria rubrieques,Armadillogorgia cyathella,10,0.13,2D
Epimeria rubrieques,Alcyonium antarcticum,10,0.13,2D
Epimeria rubrieques,Anthomastus bathyproctus,10,1.3,2D
Epimeria rubrieques,Clione limacina,10,0.014,3D
Epimeria rubrieques,Clione antarctica,10,0.1,3D
Epimeria rubrieques,Clio pyramidata,10,0.017,3D
Epimeria rubrieques,Limacina helicina antarctica,10,9.4e-5,3D
Epimeria rubrieques,Eukrohnia hamata,10,0.0052,3D
Epimeria georgiana,Actinocyclus actinochilus,1.9,4.06e-11,2D
Epimeria georgiana,Actinocyclus spiritus,1.9,1.64e-11,2D
Epimeria georgiana,Actinocyclus utricularis,1.9,4.01e-12,2D
Epimeria georgiana,Azpeitia tabularis,1.9,1.14e-11,2D
Epimeria georgiana,Banquisia belgicae,1.9,4.01e-12,2D
Epimeria georgiana,Chaetoceros bulbosum,1.9,6.04e-13,2D
Epimeria georgiana,Chaetoceros concavicornis,1.9,4.01e-12,2D
Epimeria georgiana,Chaetoceros criophilum,1.9,4.01e-12,2D
Epimeria georgiana,Chaetoceros dichaeta,1.9,6.04e-13,2D
Epimeria georgiana,Chaetoceros flexuosum,1.9,1.67e-12,2D
Epimeria georgiana,Chaetoceros neglectum,1.9,9.11e-14,2D
Epimeria georgiana,Chaetoceros pelagicus,1.9,6.04e-13,2D
Epimeria georgiana,Chaetoceros socialis,1.9,1.71e-13,3D
Epimeria georgiana,Corethron criophilum,1.9,4.01e-12,2D
Epimeria georgiana,Coscinodiscus oculoides,1.9,1.59e-9,2D
Epimeria georgiana,Cylindrotheca closterium,1.9,4.89e-11,3D
Epimeria georgiana,Eucampia antarctica,1.9,7.29e-12,2D
Epimeria georgiana,Fragilariopsis curta,1.9,9.11e-14,2D
Epimeria georgiana,Fragilariopsis cylindrus,1.9,1.53e-14,2D
Epimeria georgiana,Fragilariopsis kerguelensis,1.9,3.29e-13,2D
Epimeria georgiana,Fragilariopsis linearis,1.9,4.53e-13,2D
Epimeria georgiana,Fragilariopsis nana,1.9,4.53e-13,2D
Epimeria georgiana,Fragilariopsis obliquecostata,1.9,4.53e-13,2D
Epimeria georgiana,Fragilariopsis pseudonana,1.9,9.11e-14,2D
Epimeria georgiana,Fragilariopsis rhombica,1.9,4.53e-13,2D
Epimeria georgiana,Fragilariopsis ritscheri,1.9,4.53e-13,2D
Epimeria georgiana,Fragilariopsis separanda,1.9,6.04e-13,2D
Epimeria georgiana,Fragilariopsis sublinearis,1.9,1.5e-13,2D
Epimeria georgiana,Fragilariopsis vanheurckii,1.9,9.11e-14,2D
Epimeria georgiana,Manguinea fusiformis,1.9,1.97e-10,2D
Epimeria georgiana,Manguinea rigida,1.9,9.1e-12,2D
Epimeria georgiana,Navicula glaciei,1.9,2.26e-14,2D
Epimeria georgiana,Navicula schefterae,1.9,2.26e-14,2D
Epimeria georgiana,Nitzschia kerguelensis,1.9,5.73e-12,2D
Epimeria georgiana,Nitzschia lecointei,1.9,4.63e-11,2D
Epimeria georgiana,Nitzschia neglecta,1.9,9.11e-14,2D
Epimeria georgiana,Odontella weissflogii,1.9,5.73e-12,2D
Epimeria georgiana,Porosira glacialis,1.9,2.94e-11,2D
Epimeria georgiana,Porosira pseudodenticulata,1.9,9.81e-11,2D
Epimeria georgiana,Proboscia alata,1.9,1.51e-12,2D
Epimeria georgiana,Proboscia inermi,1.9,9.94e-13,2D
Epimeria georgiana,Proboscia truncata,1.9,1.21e-11,2D
Epimeria georgiana,Pseudo-Nitzschia heimii,1.9,1.77e-10,2D
Epimeria georgiana,Pseudo-Nitzschia liniola,1.9,8.13e-10,2D
Epimeria georgiana,Pseudo-Nitzschia prolongatoides,1.9,3.74e-12,2D
Epimeria georgiana,Pseudo-Nitzschia subcurvata,1.9,2.22e-10,2D
Epimeria georgiana,Rhizosolenia antennata,1.9,7.78e-12,2D
Epimeria georgiana,Stellarima microtrias,1.9,1.01e-10,2D
Epimeria georgiana,Thalassiosira antarctica,1.9,1.14e-11,3D
Epimeria georgiana,Thalassiosira australis,1.9,2.57e-12,2D
Epimeria georgiana,Thalassiosira frenguelliopsis,1.9,3.54e-12,2D
Epimeria georgiana,Thalassiosira gracilis,1.9,2.57e-12,2D
Epimeria georgiana,Thalassiosira gracilis expecta,1.9,1.92e-11,2D
Epimeria georgiana,Thalassiosira gravida,1.9,5.2e-12,2D
Epimeria georgiana,Thalassiosira lentiginosa,1.9,6.35e-11,2D
Epimeria georgiana,Thalassiosira ritscheri,1.9,6.44e-11,2D
Epimeria georgiana,Thalassiosira trifulta,1.9,5.87e-12,2D
Epimeria georgiana,Thalassiosira tumida,1.9,6.54e-11,2D
Epimeria georgiana,Trichotoxon reinboldii,1.9,2.71e-13,2D
Epimeria georgiana,Cibicides refulgens,1.9,1.2e-9,2D
Epimeria georgiana,Globocassidulina crassa,1.9,1.2e-9,2D
Epimeria georgiana,Lenticulina antarctica,1.9,1.2e-9,2D
Epimeria georgiana,Neogloboquadriana pachyderma,1.9,1.2e-9,2D
Epimeria georgiana,Vibilia antarctica,1.9,1.1e-4,3D
Epimeria georgiana,Vibilia stebbingi,1.9,1.1e-4,3D
Epimeria georgiana,Rhincalanus gigas,1.9,0.02,3D
Epimeria georgiana,Calanus propinquus,1.9,0.0057,3D
Epimeria georgiana,Calanoides acutus,1.9,0.0055,3D
Epimeria georgiana,Metridia gerlachei,1.9,0.0023,3D
Epimeria georgiana,Paraeuchaeta antarctica,1.9,0.0081,3D
Epimeria georgiana,Eucopia australis,1.9,4.7,3D
Epimeria georgiana,Euchaetomera antarcticus,1.9,0.084,3D
Epimeria georgiana,Antarctomysis maxima,1.9,13,3D
Epimeria georgiana,Conchoecia hettacra,1.9,4.4e-4,3D
Epimeria georgiana,Alacia hettacra,1.9,4.4e-4,2D
Epimeria georgiana,Alacia belgicae,1.9,4.4e-4,2D
Epimeria georgiana,Metaconchoecia isocheira,1.9,4.4e-4,2D
Epimeria georgiana,Boroecia antipoda,1.9,4.4e-4,2D
Epimeria georgiana,Conchoecia antipoda,1.9,4.4e-4,3D
Epimeria georgiana,Pelagobia longicirrata,1.9,0.0019,2D
Epimeria georgiana,Taeniogyrus contortus,1.9,0.085,2D
Epimeria georgiana,Silicularia rosea,1.9,0.0022,2D
Epimeria georgiana,Tubularia ralphii,1.9,0.029,2D
Epimeria georgiana,Oswaldella antarctica,1.9,1.3,2D
Epimeria georgiana,Monocaulus parvula,1.9,2.8,2D
Epimeria georgiana,Bargmannia,1.9,0.012,3D
Epimeria georgiana,Clione limacina,1.9,0.014,3D
Epimeria georgiana,Clione antarctica,1.9,0.1,3D
Epimeria georgiana,Clio pyramidata,1.9,0.017,3D
Epimeria georgiana,Limacina helicina antarctica,1.9,9.4e-5,3D
Epimeria georgiana,Eukrohnia hamata,1.9,0.0052,3D
Melphidippa antarctica,Euphausia crystallorophias,0.47,1.2,3D
Melphidippa antarctica,Euphausia frigida,0.47,0.17,3D
Melphidippa antarctica,Thysanoessa macrura,0.47,0.15,3D
Melphidippa antarctica,Euphausia superba,0.47,5.5,3D
Melphidippa antarctica,Paraeuchaeta antarctica,0.47,0.0081,3D
Melphidippa antarctica,Eucopia australis,0.47,4.7,3D
Melphidippa antarctica,Euchaetomera antarcticus,0.47,0.084,3D
Melphidippa antarctica,Antarctomysis maxima,0.47,13,3D
Melphidippa antarctica,Mesothuria lactea,0.47,0.066,2D
Melphidippa antarctica,Achlyonice violaecuspidata,0.47,0.15,2D
Melphidippa antarctica,Bathyplotes gourdoni,0.47,4.8,2D
Melphidippa antarctica,Bathyplotes bongraini,0.47,4.8,2D
Melphidippa antarctica,Scotoplanes globosa,0.47,0.024,2D
Melphidippa antarctica,Molpadia musculus,0.47,2.3,2D
Melphidippa antarctica,Ypsilocucumis turricata,0.47,0.69,2D
Melphidippa antarctica,Psolidium incertum,0.47,0.043,2D
Melphidippa antarctica,Trachythyone parva,0.47,0.043,2D
Melphidippa antarctica,Laetmogone wyvillethompsoni,0.47,0.01,2D
Melphidippa antarctica,Pseudostichopus mollis,0.47,0.043,2D
Melphidippa antarctica,Pseudostichopus villosus,0.47,0.043,2D
Melphidippa antarctica,Elpidia glacialis,0.47,0.01,2D
Melphidippa antarctica,Chiridota weddellensis,0.47,2.3,2D
Melphidippa antarctica,Ekmocucumis steineni,0.47,2.3,2D
Melphidippa antarctica,Ekmocucumis turqueti,0.47,2.3,2D
Melphidippa antarctica,Abyssocucumis liouvillei,0.47,0.15,2D
Melphidippa antarctica,Psolus dubiosus,0.47,0.085,2D
Melphidippa antarctica,Psolus charcoti,0.47,0.062,2D
Melphidippa antarctica,Psolus antarcticus,0.47,0.085,2D
Melphidippa antarctica,Echinopsolus acanthocola,0.47,0.0081,2D
Melphidippa antarctica,Ekmocucumis turqueti turqueti,0.47,19,2D
Melphidippa antarctica,Taeniogyrus contortus,0.47,0.085,2D
Melphidippa antarctica,Primnoisis antarctica,0.47,1.5,2D
Melphidippa antarctica,Gersemia antarctica,0.47,5800,2D
Melphidippa antarctica,Clavularia frankiliana,0.47,0.085,2D
Melphidippa antarctica,Primnoella,0.47,0.13,2D
Melphidippa antarctica,Ainigmaptilon antarcticus,0.47,0.13,2D
Melphidippa antarctica,Armadillogorgia cyathella,0.47,0.13,2D
Melphidippa antarctica,Alcyonium antarcticum,0.47,0.13,2D
Melphidippa antarctica,Anthomastus bathyproctus,0.47,1.3,2D
Melphidippa antarctica,Cinachyra antarctica,0.47,0.18,2D
Melphidippa antarctica,Cinachyra barbata,0.47,0.18,2D
Melphidippa antarctica,Bathydorus spinosus,0.47,1.2,2D
Melphidippa antarctica,Iophon radiatus,0.47,2.3,2D
Melphidippa antarctica,Kirkpatrickia variolosa,0.47,45,2D
Melphidippa antarctica,Rossella racovitzae,0.47,45,2D
Melphidippa antarctica,Stylocordyla borealis,0.47,45,2D
Melphidippa antarctica,Homaxinella balfourensis,0.47,2.3,2D
Melphidippa antarctica,Scolymastra joubini,0.47,720,2D
Melphidippa antarctica,Latrunculia apicalis,0.47,1,2D
Melphidippa antarctica,Latrunculia brevis,0.47,1,2D
Melphidippa antarctica,Tetilla leptoderma,0.47,30,2D
Melphidippa antarctica,Haliclona dancoi,0.47,5.6,2D
Melphidippa antarctica,Mycale acerata,0.47,12,2D
Melphidippa antarctica,Rossella antarctica,0.47,12,2D
Melphidippa antarctica,Rossella tarenja,0.47,12,2D
Melphidippa antarctica,Haliclona tenella,0.47,5.6,2D
Melphidippa antarctica,Clathria pauper,0.47,2.3,2D
Melphidippa antarctica,Calyx arcuarius,0.47,2.3,2D
Melphidippa antarctica,Isodyctia toxophila,0.47,5.6,2D
Melphidippa antarctica,Isodyctia cavicornuta,0.47,5.6,2D
Melphidippa antarctica,Isodyctia steifera,0.47,5.6,2D
Melphidippa antarctica,Axociella nidificata,0.47,6.5,2D
Melphidippa antarctica,Rossella nuda,0.47,300,2D
Melphidippa antarctica,Tentorium papillatum,0.47,5.6,2D
Melphidippa antarctica,Tentorium semisuberites,0.47,5.6,2D
Melphidippa antarctica,Tedania oxeata,0.47,5.6,2D
Melphidippa antarctica,Tedania tantulata,0.47,5.6,2D
Melphidippa antarctica,Tedania vanhoeffeni,0.47,5.6,2D
Melphidippa antarctica,Phorbas areolatus,0.47,1.2,2D
Melphidippa antarctica,Phorbas glaberrima,0.47,1.2,2D
Melphidippa antarctica,Polymastia invaginata,0.47,0.92,2D
Melphidippa antarctica,Polymastia isidis,0.47,0.92,2D
Melphidippa antarctica,Anoxycalyx joubini,0.47,720,2D
Oediceroides emarginatus,Actinocyclus actinochilus,6.4,4.06e-11,2D
Oediceroides emarginatus,Actinocyclus spiritus,6.4,1.64e-11,2D
Oediceroides emarginatus,Actinocyclus utricularis,6.4,4.01e-12,2D
Oediceroides emarginatus,Azpeitia tabularis,6.4,1.14e-11,2D
Oediceroides emarginatus,Banquisia belgicae,6.4,4.01e-12,2D
Oediceroides emarginatus,Chaetoceros bulbosum,6.4,6.04e-13,2D
Oediceroides emarginatus,Chaetoceros concavicornis,6.4,4.01e-12,2D
Oediceroides emarginatus,Chaetoceros criophilum,6.4,4.01e-12,2D
Oediceroides emarginatus,Chaetoceros dichaeta,6.4,6.04e-13,2D
Oediceroides emarginatus,Chaetoceros flexuosum,6.4,1.67e-12,2D
Oediceroides emarginatus,Chaetoceros neglectum,6.4,9.11e-14,2D
Oediceroides emarginatus,Chaetoceros pelagicus,6.4,6.04e-13,2D
Oediceroides emarginatus,Chaetoceros socialis,6.4,1.71e-13,3D
Oediceroides emarginatus,Corethron criophilum,6.4,4.01e-12,2D
Oediceroides emarginatus,Coscinodiscus oculoides,6.4,1.59e-9,2D
Oediceroides emarginatus,Cylindrotheca closterium,6.4,4.89e-11,3D
Oediceroides emarginatus,Eucampia antarctica,6.4,7.29e-12,2D
Oediceroides emarginatus,Fragilariopsis curta,6.4,9.11e-14,2D
Oediceroides emarginatus,Fragilariopsis cylindrus,6.4,1.53e-14,2D
Oediceroides emarginatus,Fragilariopsis kerguelensis,6.4,3.29e-13,2D
Oediceroides emarginatus,Fragilariopsis linearis,6.4,4.53e-13,2D
Oediceroides emarginatus,Fragilariopsis nana,6.4,4.53e-13,2D
Oediceroides emarginatus,Fragilariopsis obliquecostata,6.4,4.53e-13,2D
Oediceroides emarginatus,Fragilariopsis pseudonana,6.4,9.11e-14,2D
Oediceroides emarginatus,Fragilariopsis rhombica,6.4,4.53e-13,2D
Oediceroides emarginatus,Fragilariopsis ritscheri,6.4,4.53e-13,2D
Oediceroides emarginatus,Fragilariopsis separanda,6.4,6.04e-13,2D
Oediceroides emarginatus,Fragilariopsis sublinearis,6.4,1.5e-13,2D
Oediceroides emarginatus,Fragilariopsis vanheurckii,6.4,9.11e-14,2D
Oediceroides emarginatus,Manguinea fusiformis,6.4,1.97e-10,2D
Oediceroides emarginatus,Manguinea rigida,6.4,9.1e-12,2D
Oediceroides emarginatus,Navicula glaciei,6.4,2.26e-14,2D
Oediceroides emarginatus,Navicula schefterae,6.4,2.26e-14,2D
Oediceroides emarginatus,Nitzschia kerguelensis,6.4,5.73e-12,2D
Oediceroides emarginatus,Nitzschia lecointei,6.4,4.63e-11,2D
Oediceroides emarginatus,Nitzschia neglecta,6.4,9.11e-14,2D
Oediceroides emarginatus,Odontella weissflogii,6.4,5.73e-12,2D
Oediceroides emarginatus,Porosira glacialis,6.4,2.94e-11,2D
Oediceroides emarginatus,Porosira pseudodenticulata,6.4,9.81e-11,2D
Oediceroides emarginatus,Proboscia alata,6.4,1.51e-12,2D
Oediceroides emarginatus,Proboscia inermi,6.4,9.94e-13,2D
Oediceroides emarginatus,Proboscia truncata,6.4,1.21e-11,2D
Oediceroides emarginatus,Pseudo-Nitzschia heimii,6.4,1.77e-10,2D
Oediceroides emarginatus,Pseudo-Nitzschia liniola,6.4,8.13e-10,2D
Oediceroides emarginatus,Pseudo-Nitzschia prolongatoides,6.4,3.74e-12,2D
Oediceroides emarginatus,Pseudo-Nitzschia subcurvata,6.4,2.22e-10,2D
Oediceroides emarginatus,Rhizosolenia antennata,6.4,7.78e-12,2D
Oediceroides emarginatus,Stellarima microtrias,6.4,1.01e-10,2D
Oediceroides emarginatus,Thalassiosira antarctica,6.4,1.14e-11,3D
Oediceroides emarginatus,Thalassiosira australis,6.4,2.57e-12,2D
Oediceroides emarginatus,Thalassiosira frenguelliopsis,6.4,3.54e-12,2D
Oediceroides emarginatus,Thalassiosira gracilis,6.4,2.57e-12,2D
Oediceroides emarginatus,Thalassiosira gracilis expecta,6.4,1.92e-11,2D
Oediceroides emarginatus,Thalassiosira gravida,6.4,5.2e-12,2D
Oediceroides emarginatus,Thalassiosira lentiginosa,6.4,6.35e-11,2D
Oediceroides emarginatus,Thalassiosira ritscheri,6.4,6.44e-11,2D
Oediceroides emarginatus,Thalassiosira trifulta,6.4,5.87e-12,2D
Oediceroides emarginatus,Thalassiosira tumida,6.4,6.54e-11,2D
Oediceroides emarginatus,Trichotoxon reinboldii,6.4,2.71e-13,2D
Oediceroides emarginatus,Dictyocha speculum,6.4,6.98e-12,2D
Oediceroides emarginatus,Phaeocystis antarctica,6.4,1.24e-13,2D
Oediceroides emarginatus,Silicioflagellata,6.4,3.44e-14,2D
Oediceroides emarginatus,Bodo saltans,6.4,2.28e-13,2D
Oediceroides emarginatus,Amphidinium hadai,6.4,4e-12,3D
Oediceroides emarginatus,Gyrodinium lachryama,6.4,1.2e-10,3D
Oediceroides emarginatus,Parvicorbucula socialis,6.4,3.3e-13,3D
Oediceroides emarginatus,Ampelisca richardsoni,6.4,0.81,2D
Oediceroides emarginatus,Abyssorchomene rossi,6.4,1.9,3D
Oediceroides emarginatus,Abyssorchomene nodimanus,6.4,0.24,3D
Oediceroides emarginatus,Eusirus antarcticus,6.4,0.14,3D
Oediceroides emarginatus,Eusirus perdentatus,6.4,19,3D
Oediceroides emarginatus,Alexandrella mixta,6.4,1.3,2D
Oediceroides emarginatus,Tryphosella murrayi,6.4,1.3,3D
Oediceroides emarginatus,Paramoera walkeri,6.4,0.73,2D
Oediceroides emarginatus,Epimeriella walkeri,6.4,0.73,3D
Oediceroides emarginatus,Cyllopus lucasii,6.4,0.32,3D
Oediceroides emarginatus,Hyperiella dilatata,6.4,0.0057,3D
Oediceroides emarginatus,Vibilia antarctica,6.4,1.1e-4,3D
Oediceroides emarginatus,Vibilia stebbingi,6.4,1.1e-4,3D
Oediceroides emarginatus,Hyperia macrocephala,6.4,0.42,3D
Oediceroides emarginatus,Epimeria similis,6.4,3.7,3D
Oediceroides emarginatus,Epimeria robusta,6.4,1.9,3D
Oediceroides emarginatus,Epimeria macrodonta,6.4,1.3,3D
Oediceroides emarginatus,Epimeria rubrieques,6.4,10,3D
Oediceroides emarginatus,Epimeria georgiana,6.4,1.9,3D
Oediceroides emarginatus,Melphidippa antarctica,6.4,0.47,3D
Oediceroides emarginatus,Oediceroides emarginatus,6.4,6.4,3D
Oediceroides emarginatus,Oediceroides calmani,6.4,0.81,3D
Oediceroides emarginatus,Maxilliphimedia longipes,6.4,0.81,2D
Oediceroides emarginatus,Gnathiphimedia mandibularis,6.4,3.7,2D
Oediceroides emarginatus,Echiniphimedia hodgsoni,6.4,1.9,2D
Oediceroides emarginatus,Paraceradocus gibber,6.4,6.4,3D
Oediceroides emarginatus,Liljeborgia georgiana,6.4,0.59,3D
Oediceroides emarginatus,Momoculodes scabriculosus,6.4,0.47,2D
Oediceroides emarginatus,Uristes gigas,6.4,0.59,3D
Oediceroides emarginatus,Eurythenes gryllus,6.4,50,3D
Oediceroides emarginatus,Bathypanoploea schellenbergi,6.4,3.7,3D
Oediceroides emarginatus,Pseudorchomene coatsi,6.4,0.47,2D
Oediceroides emarginatus,Heterophoxus videns,6.4,0.031,3D
Oediceroides emarginatus,Haplocheira plumosa,6.4,0.031,2D
Oediceroides emarginatus,Oradarea edentata,6.4,0.031,2D
Oediceroides emarginatus,Djerboa furcipes,6.4,0.031,2D
Oediceroides emarginatus,Rhachotropis antarctica,6.4,0.18,3D
Oediceroides emarginatus,Themisto gaudichaudii,6.4,0.12,3D
Oediceroides emarginatus,Primno macropa,6.4,0.24,3D
Oediceroides calmani,Actinocyclus actinochilus,0.81,4.06e-11,2D
Oediceroides calmani,Actinocyclus spiritus,0.81,1.64e-11,2D
Oediceroides calmani,Actinocyclus utricularis,0.81,4.01e-12,2D
Oediceroides calmani,Azpeitia tabularis,0.81,1.14e-11,2D
Oediceroides calmani,Banquisia belgicae,0.81,4.01e-12,2D
Oediceroides calmani,Chaetoceros bulbosum,0.81,6.04e-13,2D
Oediceroides calmani,Chaetoceros concavicornis,0.81,4.01e-12,2D
Oediceroides calmani,Chaetoceros criophilum,0.81,4.01e-12,2D
Oediceroides calmani,Chaetoceros dichaeta,0.81,6.04e-13,2D
Oediceroides calmani,Chaetoceros flexuosum,0.81,1.67e-12,2D
Oediceroides calmani,Chaetoceros neglectum,0.81,9.11e-14,2D
Oediceroides calmani,Chaetoceros pelagicus,0.81,6.04e-13,2D
Oediceroides calmani,Chaetoceros socialis,0.81,1.71e-13,3D
Oediceroides calmani,Corethron criophilum,0.81,4.01e-12,2D
Oediceroides calmani,Coscinodiscus oculoides,0.81,1.59e-9,2D
Oediceroides calmani,Cylindrotheca closterium,0.81,4.89e-11,3D
Oediceroides calmani,Eucampia antarctica,0.81,7.29e-12,2D
Oediceroides calmani,Fragilariopsis curta,0.81,9.11e-14,2D
Oediceroides calmani,Fragilariopsis cylindrus,0.81,1.53e-14,2D
Oediceroides calmani,Fragilariopsis kerguelensis,0.81,3.29e-13,2D
Oediceroides calmani,Fragilariopsis linearis,0.81,4.53e-13,2D
Oediceroides calmani,Fragilariopsis nana,0.81,4.53e-13,2D
Oediceroides calmani,Fragilariopsis obliquecostata,0.81,4.53e-13,2D
Oediceroides calmani,Fragilariopsis pseudonana,0.81,9.11e-14,2D
Oediceroides calmani,Fragilariopsis rhombica,0.81,4.53e-13,2D
Oediceroides calmani,Fragilariopsis ritscheri,0.81,4.53e-13,2D
Oediceroides calmani,Fragilariopsis separanda,0.81,6.04e-13,2D
Oediceroides calmani,Fragilariopsis sublinearis,0.81,1.5e-13,2D
Oediceroides calmani,Fragilariopsis vanheurckii,0.81,9.11e-14,2D
Oediceroides calmani,Manguinea fusiformis,0.81,1.97e-10,2D
Oediceroides calmani,Manguinea rigida,0.81,9.1e-12,2D
Oediceroides calmani,Navicula glaciei,0.81,2.26e-14,2D
Oediceroides calmani,Navicula schefterae,0.81,2.26e-14,2D
Oediceroides calmani,Nitzschia kerguelensis,0.81,5.73e-12,2D
Oediceroides calmani,Nitzschia lecointei,0.81,4.63e-11,2D
Oediceroides calmani,Nitzschia neglecta,0.81,9.11e-14,2D
Oediceroides calmani,Odontella weissflogii,0.81,5.73e-12,2D
Oediceroides calmani,Porosira glacialis,0.81,2.94e-11,2D
Oediceroides calmani,Porosira pseudodenticulata,0.81,9.81e-11,2D
Oediceroides calmani,Proboscia alata,0.81,1.51e-12,2D
Oediceroides calmani,Proboscia inermi,0.81,9.94e-13,2D
Oediceroides calmani,Proboscia truncata,0.81,1.21e-11,2D
Oediceroides calmani,Pseudo-Nitzschia heimii,0.81,1.77e-10,2D
Oediceroides calmani,Pseudo-Nitzschia liniola,0.81,8.13e-10,2D
Oediceroides calmani,Pseudo-Nitzschia prolongatoides,0.81,3.74e-12,2D
Oediceroides calmani,Pseudo-Nitzschia subcurvata,0.81,2.22e-10,2D
Oediceroides calmani,Rhizosolenia antennata,0.81,7.78e-12,2D
Oediceroides calmani,Stellarima microtrias,0.81,1.01e-10,2D
Oediceroides calmani,Thalassiosira antarctica,0.81,1.14e-11,3D
Oediceroides calmani,Thalassiosira australis,0.81,2.57e-12,2D
Oediceroides calmani,Thalassiosira frenguelliopsis,0.81,3.54e-12,2D
Oediceroides calmani,Thalassiosira gracilis,0.81,2.57e-12,2D
Oediceroides calmani,Thalassiosira gracilis expecta,0.81,1.92e-11,2D
Oediceroides calmani,Thalassiosira gravida,0.81,5.2e-12,2D
Oediceroides calmani,Thalassiosira lentiginosa,0.81,6.35e-11,2D
Oediceroides calmani,Thalassiosira ritscheri,0.81,6.44e-11,2D
Oediceroides calmani,Thalassiosira trifulta,0.81,5.87e-12,2D
Oediceroides calmani,Thalassiosira tumida,0.81,6.54e-11,2D
Oediceroides calmani,Trichotoxon reinboldii,0.81,2.71e-13,2D
Oediceroides calmani,Dictyocha speculum,0.81,6.98e-12,2D
Oediceroides calmani,Phaeocystis antarctica,0.81,1.24e-13,2D
Oediceroides calmani,Silicioflagellata,0.81,3.44e-14,2D
Oediceroides calmani,Bodo saltans,0.81,2.28e-13,2D
Oediceroides calmani,Amphidinium hadai,0.81,4e-12,3D
Oediceroides calmani,Gyrodinium lachryama,0.81,1.2e-10,3D
Oediceroides calmani,Parvicorbucula socialis,0.81,3.3e-13,3D
Oediceroides calmani,Ampelisca richardsoni,0.81,0.81,2D
Oediceroides calmani,Abyssorchomene rossi,0.81,1.9,3D
Oediceroides calmani,Abyssorchomene nodimanus,0.81,0.24,3D
Oediceroides calmani,Eusirus antarcticus,0.81,0.14,3D
Oediceroides calmani,Eusirus perdentatus,0.81,19,3D
Oediceroides calmani,Alexandrella mixta,0.81,1.3,2D
